# Near Earth Asteroid data queried from http://ssd.jpl.nasa.gov/sbdb_query.cgi
# These are the first 1000 NEO Asteroids, numbered and unnumbered.
#name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,class
,1.376518696962031,.1285471074843698,15.17330854842643,123.6770658700536,31.78471952931556,1.199571200069408,1.553466193854653,1.61503290185285,6762,0,310,,,17.876,AMO
,2.333848885137481,.4565788930807512,5.751063328184012,309.2634959699505,49.55876250636273,1.268262744543665,3.399435025731298,3.5654742217249,8587,0,350,,,15.162,AMO
,1.319387684925082,.3264123506107156,17.99659338569338,18.1978696757444,48.66800601169989,.8887232493218556,1.750052120528307,1.51553803918095,4487,0,1226,5,0,16.375,APO
,1.509363511264366,.4274964154077844,38.81941161357235,8.044165033403832,317.3707328900273,.8641160206515422,2.154611001877189,1.854381015073,4271,0,280,,,16.754,APO
,1.435810674696046,.1144997234385774,2.620760469590765,99.13480469718108,234.318035081005,1.271410749533191,1.6002105998589,1.7204971953379,6227,0,458,,,18.192,AMO
,1.507356891710892,.4166507917580056,16.68871615448099,219.4419349955605,140.1813173923975,.8793154493176626,2.135398334104121,1.85068429108477,11855,0,349,1,1,16.603,APO
,.9628614228141732,.3797815299398218,17.13889677386264,245.9358828474451,243.8430412170017,.5971844385377729,1.328538407090573,0.944830453176844,1207,1,205,,,19.71,ATE
,2.152316292280374,.8424701962758478,25.47322838956994,236.280247735934,181.5621081254678,.3390539630752221,3.965578621485525,3.15767436943776,21554,0,335,,,14.16,APO
,1.669621836270794,.2476333518992812,29.56447966506882,128.8886032669636,328.4348413433873,1.256167784550824,2.083075887990763,2.15742335745366,21069,0,475,,,15.828,AMO
,1.517390928131735,.174276716953887,9.856577341026467,99.26243504878443,29.0554306236921,1.252945018841325,1.781836837422146,1.86919421031211,6349,0,533,,,17.702,AMO
,1.618253927078756,.4155990840694347,8.099850141286991,253.0631021346954,322.2031998212989,.9457090771930593,2.290798776964453,2.05862957010038,3458,0,286,,,18.622,APO
,1.706313237941275,.4366815988098977,22.73406051936204,302.0969502115463,24.61024809187623,.9611976451265856,2.451428830755964,2.22892955289313,6858,0,280,,,16.273,APO
,1.056641197667435,.3442399239042207,25.15469187146545,236.2600155265774,255.5059085545611,.6929031121883323,1.420379283146537,1.08617427198097,19438,0,977,6,1,16.222,APO
Hermes,1.655265910032435,.6240767532700189,6.067819514322834,34.24954498211503,92.69820564571899,.6222529351008497,2.68827888496402,2.12965796361787,26962,0,827,3,3,17.482,APO
,2.222515555373117,.7763815699306769,3.128089888045962,339.7356336103417,242.8980958268277,.4969954392971863,3.948035671449048,3.31341181237222,7562,0,231,5,3,17.046,APO
,1.374009716252029,.1845225378333914,33.87680506435689,226.4212034864271,322.7066120172153,1.120473956401467,1.627545476102592,1.61061933368642,12628,0,86,,,18.057,AMO
,1.234155000840441,.3111963095969845,12.8045527371448,54.4289512346441,293.7867574632921,.8500905191082325,1.61821948257265,1.37107989723409,6934,0,230,,,18.512,APO
,1.890032076637571,.4420941553266015,17.73047726235393,141.2156496011052,202.7472772503149,1.054459942176301,2.72560421109884,2.59843564110647,6635,0,901,,,16.112,AMO
,3.71430043027947,.668613382110904,2.604513166225364,287.4528044901741,56.95738432729105,1.230869457414328,6.197731403144613,7.1585282834793,11259,0,663,,,14.844,AMO
Mjolnir,1.297548749564548,.3563201862558489,4.083210171478563,2.372802135206815,95.34012328647319,.8352059374436646,1.759891561685432,1.47806566129818,2039,0,194,,,21.407,APO
,1.593207974802224,.3319363794712401,13.02998090980088,66.81609722184862,50.44868638815334,1.064364287901667,2.12205166170278,2.01102240744266,5579,0,738,,,17.028,AMO
,1.580568172555438,.4858452464602965,4.513539563879864,299.7173331629575,117.1105187738877,.812656639212941,2.348479705897936,1.98713810281079,3656,0,240,,,21.043,APO
,1.645894065462673,.3375703965511649,24.83857605530176,186.6221314238352,29.70835170018533,1.090288953103229,2.201499177822116,2.11159692669809,5413,0,1291,,,15.708,AMO
,1.924079467660277,.6393995540302488,10.76293974829953,41.53099516351359,102.3923467352822,.6938239141195374,3.154335021201017,2.6689639636985,5451,0,336,,,15.566,APO
,.9982624952222027,.3450477795244258,33.18010663732598,18.37067506803827,234.3001346949657,.653814237863269,1.342710752581136,0.997413712643674,8050,0,470,,,20.394,ATE
,1.403646526954704,.3292284907149454,13.5900989619684,64.68806348574782,50.04016892298965,.9415260993881316,1.865766954521276,1.66300990305513,7350,0,471,3,4,19.106,APO
,1.721068179946443,.354224972454359,27.6650582972032,285.7778675095867,269.7689327331153,1.111422851312841,2.330713508580046,2.25790317916175,8683,0,841,,,15.247,AMO
,1.656651072902126,.4166365526621268,62.71363517463639,235.670785303242,301.2626097352294,.9664296809241708,2.346872464880082,2.13233173963101,7058,0,527,,,15.309,APO
,1.653785720154147,.2481464476341194,9.323434097286601,28.57671411751554,199.5004021993016,1.243404668549862,2.064166771758433,2.12680199348291,6948,0,834,,,16.335,AMO
,1.830421123235022,.3022533988979004,.9436350863973589,254.4694065859169,287.3236014998904,1.277170117322724,2.38367212914732,2.47647946225317,6185,0,486,,,17.946,AMO
,1.85327982939239,.4833942977442748,9.144737857031188,19.93718874210489,197.5909843181016,.9574149277396263,2.749144731045154,2.52301423472559,4274,0,578,1,0,18.487,APO
,.7386939307365779,.7030982132269296,12.60363743972912,180.513762195084,172.3526571926343,.2193195479141127,1.258068313559043,0.634899519560001,15301,0,710,,,17.985,ATE
,.8826939198023501,.6328655621972427,17.05650502199307,130.2428943547159,309.1922034866519,.324067335998548,1.441320503606152,0.829322417271593,8473,0,1191,0,1,16.978,ATE
,1.007912000805986,.3113236262107189,5.319735641697656,124.5368077591112,235.3173664814865,.6941251818137655,1.321698819798207,1.01191055643066,5055,0,607,,,19.841,APO
,1.759489382664599,.5792411359589055,7.123698517189957,311.8169866360935,120.5683689640993,.7403207539423236,2.778658011386876,2.33393188962364,5167,0,642,,,15.836,APO
,1.817228801718242,.3237279742812033,30.54118810235417,136.1037666506743,301.8329313156677,1.228941002932537,2.405516600503947,2.4497548120436,8048,0,375,,,16.307,AMO
,1.966818069130319,.4342949359485211,34.61062496589232,293.7467491157741,75.29187759543545,1.112638941774973,2.820997196485664,2.75838248503912,4095,0,763,,,15.645,AMO
,1.844232452164785,.3628780261274572,34.30379925086116,78.50790820142636,312.4938624913851,1.175001020203028,2.513463884126542,2.50456145208089,11485,0,358,,,17.222,AMO
,.9680716705245594,.4148039988132434,18.10772515593812,124.891483863911,215.5647277151998,.5665116704531554,1.369631670595963,0.952509835964588,1930,1,451,,,18.081,ATE
,1.4629285595566,.4268941244104675,29.01493989661607,186.9832806982182,258.8299643631172,.8384129530496188,2.087444166063581,1.76946867953815,5165,0,368,,,16.8,APO
,.8592850740240522,.5946676715129323,14.28493216052152,208.3792607961769,172.4229073894831,.3482960198883514,1.370274128159753,0.796551948575469,8804,0,605,,,17.448,ATE
,1.99467335312551,.5066757396780456,10.05949416606833,164.9433855852019,150.2124105631469,.984020756514555,3.005325949736465,2.81718833335432,6865,0,534,,,17.219,APO
,1.462675059086038,.5749804996632166,14.384624426505,78.54469624345668,31.31010480274029,.621665422767823,2.303684695404253,1.76900877152615,14314,0,649,,,15.951,APO
,1.34162385658477,.6186254882855071,9.473369311843632,231.0841521458628,214.7949504577314,.5116611432095316,2.171586569960009,1.5540119733069,10249,0,316,,,17.644,APO
,1.196403595212947,.1897093158478806,14.4335375495656,230.579248066808,84.86859244479429,.9694346876871541,1.42337250273874,1.30865378737734,12479,0,952,1,0,18.606,APO
,1.226628569896439,.4836654569978541,25.31873834135997,120.5293877851668,359.5567420370539,.6333507020708536,1.819906437722024,1.35855684809298,4072,0,148,,,17.869,APO
,.8474755514618216,.4631247094986666,34.74536263370572,294.2945214633489,188.1444281920276,.4549886828838433,1.2399624200398,0.780187467244795,13889,0,316,,,17.499,ATE
,1.590202289635837,.5122727200687154,7.690542880519132,191.4816079445112,343.3974526989621,.7755850372645874,2.404819542007086,2.00533421551745,10968,0,380,,,16.272,APO
,.8586463510935172,.6426820494397018,19.2290633517659,162.0650871576394,47.74841468631718,.3068097544288139,1.410482947758221,0.795663975329695,12889,0,462,,,16.085,ATE
,2.007911902578171,.3915743789940912,11.36765596332225,340.2324690218269,195.011000310154,1.221665046251279,2.794158758905062,2.84528112920672,7936,0,1468,,,15.9,AMO
,.9539971964546854,.5952917923903553,17.81661316802331,114.2913622210453,194.9613629827149,.3860904954418018,1.521903897467569,0.931813181906197,4389,0,112,,,18.935,ATE
,1.182181071326672,.6295650457286124,1.520967948021324,272.3456011519867,139.9733583300593,.4379211910973957,1.926440951555948,1.28538789066285,12461,0,339,,,17.383,APO
,2.096576852636101,.4319251656877618,38.82454227487246,232.9447265519474,241.4550404934532,1.191012548184127,3.002141157088076,3.03580856709571,5562,0,356,,,15.253,AMO
,2.146916141034262,.453430974806038,12.09005112577027,105.0525240286357,201.2504089526737,1.173437862378279,3.120394419690245,3.14579794195632,5248,0,350,,,16.761,AMO
,1.061316872437603,.2700287636042705,21.89947775900475,202.873295891991,329.3101684952526,.7747307895809256,1.34790295529428,1.0933917812326,21383,0,573,,,17.437,APO
,1.723609155525927,.564070171340732,53.81846084853188,39.0154767273628,114.9440419125598,.751372643843963,2.695845667207891,2.26290535804648,4122,0,228,,,17.309,APO
,1.35560993612971,.2527752263377787,1.904743296543,175.992496055284,67.08761963289989,1.012945327698781,1.69827454456064,1.57837545024118,4036,0,1065,2,2,20.177,APO
,1.787086317821006,.3081296136956846,22.66657029235177,103.1313173908263,84.87026985255609,1.236432101069976,2.337740534572036,2.38905691952146,12532,0,978,,,15.449,AMO
,2.077201396019913,.5074607446862194,43.69297498714269,19.94345144063872,5.713456862739667,1.023103228732394,3.131299563307433,2.99382293407691,11395,0,600,,,14.671,AMO
,1.641699545413725,.8863901568817915,9.962271610011181,188.5182600396603,222.5545363093659,.1865132278016875,3.096885863025762,2.10353004343066,4718,0,528,,,16.979,APO
,1.735429599718651,.5288662784178035,42.33584724219138,132.0814180035514,300.6774491790065,.8176194058593494,2.653239793577952,2.28622359778516,21565,0,499,,,16.346,APO
,2.133894919592778,.5758885201747532,8.914472704162668,226.8082845678971,30.63967680106697,.905009332140069,3.362780507045486,3.11722209898063,20981,0,334,,,15.117,APO
,1.474348530129729,.3315896165152299,27.99228796863521,282.7504030511912,105.0309009124416,.9854698664142196,1.963227193845239,1.7902284063312,9158,0,112,,,18.285,APO
,1.155504490893268,.4262521793313964,16.87933548126665,86.87785597576298,313.7901911094594,.6629681834227967,1.648040798363739,1.24212601821095,10934,0,322,,,17.536,APO
,1.62691080464773,.2044414660063527,9.871479440003368,189.4578810927656,218.6343379804743,1.294302774683973,1.959518834611487,2.07517065474085,5608,0,296,,,18.536,AMO
,1.234584148085746,.2801615026596855,19.00540940887203,286.286330512075,306.8282469570908,.8887011979982156,1.580467098173276,1.371795098697,8393,0,687,1,2,17.618,APO
,1.694311444495855,.4917423876373244,7.842207212932903,326.9279925939304,233.0761768507921,.8611466893782194,2.527476199613491,2.20545432929292,7307,0,245,,,18.363,APO
Pygmalion,1.820608788435344,.3074347772091623,13.99620489347586,287.2784169638952,293.0887510039005,1.260890331177681,2.380327245693007,2.45659268605412,10010,0,490,,,16.323,AMO
,1.443086926195038,.643509480679723,6.653971415699209,293.1132458839048,356.171360658009,.5144468077435712,2.371727044646504,1.73359218495919,5920,0,608,,,16.886,APO
,2.296890923593136,.7782215575420511,41.46316609801417,199.5879888168388,22.40203638990764,.5094008915302852,4.084380955655986,3.48111811844068,5157,0,241,,,15.3,APO
,.9078895908043172,.3512559623913821,13.59761284681118,75.77568196604734,202.695045038228,.5889879588412287,1.226791222767406,0.865082959859307,7613,0,1609,2,2,16.151,ATE
,1.699471132985849,.2592856882266534,1.771802968187058,19.72925624249495,303.6726511491669,1.258822590648283,2.140119675323416,2.21553640401836,9310,0,286,,,18.076,AMO
,2.092308042040345,.7797188288889311,34.94723802546919,196.1566273607722,35.65785747628419,.4608960658257547,3.723720018254935,3.02654153763037,4860,0,304,,,14.657,APO
,1.798117263419571,.3088243646135207,18.19285992877174,311.7969981887252,212.2401321184005,1.24281484204342,2.353419684795723,2.41121101105497,4882,0,115,,,18.654,AMO
,1.032471296058836,.2194122763418969,4.808801377187072,75.58968863826783,179.3385699610741,.8059344187328984,1.259008173384774,1.04912003822537,8854,0,628,,,18.417,APO
,1.866391102169955,.5072981059096984,10.62782797158938,284.3406267822609,61.25319671487701,.9195744311524227,2.813207773187488,2.54983562910136,7901,0,197,,,16.084,APO
,1.461684859169287,.275461376447715,7.560179455130815,122.4749995470298,249.7308833755777,1.059047135929731,1.864322582408843,1.7672127035963,8451,0,275,,,18.148,AMO
,.728458854797874,.5946876793082272,28.79844099510458,225.6077738047881,2.841033609987803,.2952533489665974,1.161664360629151,0.621749926185566,8453,0,544,,,17.781,ATE
,1.654059767305749,.6446916355627006,12.75420574800856,16.45936141717647,322.8355975770758,.5877012706029456,2.720418264008552,2.1273306606792,21257,0,804,,,15.807,APO
Apophis,.9222821825730401,.1910733663680899,3.331279993554707,204.4574257716551,126.3949150252086,.7460586212075,1.09850574393858,0.885735252870118,3360,0,4075,13,7,19.7,ATE
,2.595419314785561,.6997591607500923,16.28786410512838,77.33498336055128,12.04892741407854,.7792508732766372,4.411587756294484,4.18137868141489,7893,0,281,,,16.33,APO
,2.639940255322063,.6248484651887707,2.803243301335993,308.3990298423726,38.32991782500878,.9903776385940204,4.289502872050105,4.28942767917822,12347,0,561,8,0,17.651,APO
,2.268911223178981,.5519264266119481,11.52326492492301,176.8692979037185,311.6104922055408,1.016639159470062,3.521183286887901,3.41770408344041,9218,0,546,,,16.068,APO
,1.78283204201762,.4077185128052033,24.22742452778105,221.1600685781528,138.6982845464381,1.055938413264732,2.509725670770508,2.38053103940588,11847,0,644,1,2,16.699,AMO
,1.624363195851392,.6107183373118751,4.765055887426922,111.0840480736821,268.6297856887834,.6323348056904261,2.616391586012357,2.07029824303754,3167,0,196,,,19.395,APO
,2.029655827449748,.393373063928748,45.76900710251755,128.8539640992319,295.2442567793693,1.231243895885002,2.828067759014493,2.89162387775439,11134,0,303,,,16.317,AMO
Bennu,1.126391025968665,.2037451402075473,6.034935360119198,2.060867236501382,66.22307751279737,.8968943284541565,1.355887723483174,1.1954790640793,4880,0,583,19,6,20.626,APO
,2.132215134013891,.4671414719840734,7.463475515936072,72.65880341967591,220.3768265663883,1.136169017723924,3.128261250303859,3.11354204375066,11219,0,258,,,17.541,AMO
,1.843282237431036,.5817720358421046,38.54402221175793,116.6724733259442,104.0069617804926,.7709121775291926,2.915652297332879,2.50262604154021,5554,0,357,,,16.511,APO
,.9142835219977805,.8169903021441417,32.52377684373066,237.4100715246089,281.5765098822296,.1673227511154038,1.661244292880157,0.874237720971547,22254,0,808,,,15.537,ATE
,1.421029552699545,.1891371570024885,14.82463447234882,123.7516889041184,115.9235532020197,1.152260063085435,1.689799042313655,1.69399789808542,12490,0,191,,,18.714,AMO
,2.424427230277687,.7635001308959879,10.33618052979333,163.4836635060372,41.63419864993274,.5733767226128756,4.275477737942499,3.77504325380493,4666,0,230,,,15.882,APO
,2.150051646343608,.6144940179517315,14.32808228057177,163.4394729214018,11.59840187578253,.8288577713781889,3.471245521309027,3.15269196996236,4351,0,143,,,15.882,APO
,1.603469742887332,.2711639507715977,16.39783634704305,267.3093653570521,343.8053550194042,1.168666552463285,2.038272933311379,2.03048299280083,8677,0,580,,,17.723,AMO
,1.235239614742102,.360386545158676,20.922876760634,172.0934009937336,343.9598364567772,.790075877542062,1.680403351942143,1.37288771593647,4066,0,260,,,17.522,APO
,1.753793712249618,.4393597246287854,42.03432512948348,310.1771809898701,6.889543883168196,.9832473897799306,2.524340034719306,2.32260825521458,4737,0,462,,,14.922,APO
,2.268508542235123,.4451738006072357,58.75608843606603,230.1155962664509,356.2682497202809,1.258627972778333,3.278389111691912,3.41679427487641,6316,0,167,,,15.503,AMO
,2.220093200852054,.4924974601757238,46.97480260992449,212.0141665343292,105.3681599636966,1.126702938079025,3.313483463625083,3.30799627949941,10088,0,385,,,15.43,AMO
,1.668557246994306,.3183608459292374,31.31837974651746,190.5599158872612,88.20033866645613,1.137353950359839,2.199760543628772,2.15536025229648,12339,0,462,,,17.184,AMO
,1.865640123713391,.3943771323479549,2.98118840024497,224.5567897454832,172.5240603910192,1.12987432173002,2.601405925696762,2.54829682060455,12166,0,264,,,19.091,AMO
,1.341810404695089,.06783126511640487,10.49765956352879,140.2166664322767,107.3069818611065,1.250793707398266,1.432827101991912,1.55433610447754,5165,0,84,,,19.369,AMO
,1.637687881162144,.4173095175102262,4.684410564833349,268.6035161354181,24.74438497051746,.9542651416420249,2.321110620682262,2.09582446263634,8946,0,596,13,14,17.621,APO
,1.573119574213599,.3950098939745651,1.43897769589975,99.33818782936196,248.2221207859537,.9517217779941723,2.194517370433025,1.97310776060063,6639,1,465,,,16.595,APO
,1.573382065728011,.1747612001751729,7.636846529718642,231.7722225242313,310.979970385582,1.298415927587291,1.848348203868731,1.97360163181424,6690,0,130,,,18.9,AMO
,2.366449400854562,.483237409604886,17.77557566931124,248.0490701478927,131.5984930914371,1.222892522424569,3.510006279284554,3.64044133243564,6448,0,81,,,18.121,AMO
,1.839187207394093,.4512609407270071,25.11010552089217,326.3041680437653,45.83144589471578,1.009233858012358,2.669140556775829,2.49429093589528,5477,0,235,,,20.332,APO
,1.584735021270749,.1804142793210363,22.09745051547815,196.3294624321345,117.5972596233284,1.29882619449338,1.870643848048119,1.99500131188135,5893,0,139,,,18.606,AMO
,1.146977659087564,.4652578688148705,17.37813038273696,296.300588430182,36.96572861046215,.613337277842215,1.680618040332913,1.22840235512019,5875,0,264,,,18.229,APO
,1.74573824359937,.4781864892421276,11.00373076004058,50.22849299189573,147.4061841762167,.910949801756869,2.580526685441871,2.30662445063211,5953,0,223,,,18.008,APO
Selqet,.9377581094927291,.3465025517801419,12.77073611531398,260.0030462246665,203.751362434423,.6128225316009768,1.262693687384481,0.908122518742849,4053,0,422,,,19.06,ATE
,1.485650864812868,.3060002299791725,8.159997746687589,71.97757550815561,74.72143321048054,1.031041358511374,1.940260371114362,1.81085360660069,7255,0,194,,,18.743,AMO
,1.491330211482116,.5782357301500213,7.790479452201852,110.8198930377363,97.63421548242599,.6289897977509689,2.353670625213262,1.82124732182761,4663,0,281,3,0,17.719,APO
,2.201149881929983,.8846300149216185,21.23344352823126,197.5936704816582,193.3181266602968,.2539466290335433,4.148353134826423,3.26574767204062,6630,0,428,,,15.663,APO
,1.36331526547197,.1248083422891413,38.87531546905107,211.8840061203896,120.0883187315148,1.193162147170933,1.533468383773007,1.5918518583512,4940,0,169,,,18.223,AMO
,1.742710847165408,.6358260938900073,11.01669001592347,206.2397306964917,239.0010973663576,.6346498164324812,2.850771877898335,2.30062695501045,5601,0,231,,,17.235,APO
,2.13349244902641,.4421583319258744,6.619766928596696,51.29727404589352,286.9334927316791,1.190150986588444,3.076833911464377,3.11634023902558,9618,0,332,,,16.1,AMO
,2.309973643120651,.5932220925423494,24.5279389965465,18.37315249549339,47.91089632146764,.9396462448309442,3.680301041410357,3.51090225887628,5301,0,421,5,2,17.651,APO
,1.59542847882497,.7632154251935348,25.50479764208514,358.5562795899258,252.3834758180963,.3777728539926961,2.813084103657244,2.01522810968878,7352,0,1166,5,0,16.545,APO
,2.268968298194788,.4294157118150432,4.384528149586735,335.1333564286125,166.0807802254887,1.294637661339706,3.24329893504987,3.41783304402246,5328,0,325,,,16.491,AMO
Tjelvar,1.247860789773958,.8097019247003961,14.92601980398748,64.3455147395555,209.8483547877537,.2374655065358277,2.258256073012088,1.39398278375526,5197,0,727,,,16.853,APO
,1.224619503148489,.3152931180687562,22.51524373431694,45.67004822823653,172.5298844775182,.8385054015529907,1.610733604743986,1.35522049159662,8505,0,627,,,16.443,APO
,1.374066141224533,.1951047758342953,19.50257378029341,36.15747150681304,97.53338583914473,1.105979274759425,1.642153007689641,1.61071854705101,4848,0,182,,,18.778,AMO
,1.93732485852059,.6388213380261056,23.20801398196069,324.5108911295238,9.486506311381458,.6997204002092311,3.17492931683195,2.69657111964341,5231,0,199,,,16.211,APO
,1.212345660500818,.4966737337585779,26.5580769776353,273.0175154367881,358.2725935960245,.6102054146938674,1.814485906307768,1.33489742612635,6322,0,878,,,16.211,APO
,1.100110612427234,.4627326616474423,28.7970387324551,94.29904175738513,194.8015018315555,.5910535006321823,1.609167724222286,1.15388554684987,5146,0,145,,,17.993,APO
,1.458704631043177,.5620993022197215,39.93231579288099,314.4121390697309,268.3171277137386,.6387677757891308,2.278641486297222,1.76181070655297,21222,0,171,,,17.853,APO
,1.899205742285371,.5500217597348749,8.99250379360396,339.6435309730213,221.8085663347526,.8546012578149919,2.94381022675575,2.61737665385514,4923,0,295,,,17.99,APO
,1.42678621386712,.1319317913420857,34.23424923322884,321.9467459375905,268.2225890801578,1.238547752809438,1.615024674924801,1.70430202033515,5317,0,127,,,18.231,AMO
,1.772715702200488,.6004610841730663,5.546611193451275,157.1270341610758,90.22459834447515,.7082689097265643,2.837162494674411,2.36029800669545,5260,0,393,,,17.91,APO
,1.179979153003763,.6069011743921353,12.89864335027099,37.14466464517726,2.993520251982269,.4638484192875422,1.896109886719984,1.28179833800016,5476,0,227,,,17.844,APO
,.819124624614686,.4624448636151266,25.66201733894336,155.8970541874001,253.3775320961916,.4403246493009558,1.197924599928416,0.741366871153282,5229,0,2659,,,14.458,ATE
,1.261325180368383,.3411932945202029,16.43276084428156,116.2839129197835,328.2832839709399,.8309694866172054,1.691680874119561,1.41660510001379,5086,0,150,,,18.309,APO
,1.457164797853484,.292508251692255,16.57127462712078,104.9543235036233,76.39512756504553,1.030932070405863,1.883397525301105,1.75902174728884,12756,0,820,1,0,16.785,AMO
,2.4485309826174,.6101549133202896,39.17693483672782,348.1509966087519,161.7574862718528,.9545477731564367,3.942514192078363,3.83148039683922,4681,0,318,,,14.977,APO
,1.434640531020373,.1842264098557073,21.10445798232597,263.4892322723227,198.2075704408406,1.170341856557004,1.698939205483742,1.71839439162789,13036,0,184,,,18.282,AMO
,1.321299225438826,.07489913218794143,6.790172065208468,31.01125811658568,192.7564440685733,1.222335060092859,1.420263390784794,1.51883281915293,7598,0,352,,,18.388,AMO
,1.776462422738194,.3518671054610842,31.58399598031973,116.4773336457341,272.6195242737148,1.151383732088921,2.401541113387468,2.36778486549145,21420,0,306,,,16.749,AMO
,.8292489538861544,.5584124920297544,16.74091670439277,349.598140873226,292.821621933461,.36618597903352,1.292311928738789,0.755154127939733,4785,0,647,,,16.57,ATE
,2.306252182122632,.491783774843989,3.744937302892176,29.75492864905438,311.6429533454848,1.172074778256177,3.440429585989087,3.50242136855603,4893,0,86,,,17.625,AMO
,.8764736146876724,.8950493573778787,25.70144960820526,333.7572485365312,324.2893659096131,.09198646910280474,1.66096076027254,0.820571581650765,5832,0,398,,,17.087,ATE
,1.291736069657902,.7638715379734475,31.10795780863569,131.2504508907675,175.466207856069,.305015651472544,2.27845648784326,1.4681447699652,21699,0,714,,,15.74,APO
,1.598739456765699,.6349317290171816,15.95404105729301,183.4814390574622,118.5586008511624,.5836490492334639,2.613829864297934,2.02150463961991,10302,0,458,,,14.415,APO
,1.776517044156913,.4143511221302713,60.68504356491283,43.47763414064723,2.507271638423333,1.040415213426943,2.512618874886883,2.36789407080962,9515,0,183,,,15.615,AMO
,.6618341342629821,.5329638866026111,26.46620001513682,155.7829970143512,197.8193371561851,.3091004417799089,1.014567826746055,0.538433342364547,4731,0,281,,,16.884,ATE
,1.808585959104917,.3196379671653789,25.44406639274964,177.7876252183274,281.4862033835387,1.230493219692774,2.38667869851706,2.43229885069808,8647,0,326,,,16.934,AMO
,1.004932832505865,.2934598351572434,5.241636865222511,25.89072821429274,280.8475847775771,.7100254091345924,1.299840255877138,1.0074273925914,5059,0,704,0,3,20.167,APO
,2.575413585984514,.6180222234218097,11.04087234604205,5.178130974601806,304.125141545751,.9837507553436284,4.167076416625399,4.13312629228381,10577,0,615,,,14.817,APO
,.7578037004931933,.4766615643179381,32.13834036938535,358.1372746068636,16.95836671333134,.3965878031701855,1.119019597816201,0.659695140243625,5095,0,218,0,2,19.107,ATE
,2.165059226375152,.8036787131589969,25.57832269533232,173.4455739385323,164.3001263222656,.4250472134089565,3.905071239341347,3.18575867277031,4676,0,208,,,16.394,APO
,1.141357107111111,.3612406845566548,20.24044712367051,44.02224101783378,4.704561442317056,.7290524844146904,1.553661729807533,1.21938408785191,4375,0,287,,,17.839,APO
,1.140221216387135,.3191380172731187,2.169865954021331,309.6249045886223,141.9836395206254,.7763332781366009,1.504109154637669,1.21756422481973,10841,0,233,,,18.907,APO
,2.360270449939029,.5654633865481715,6.220105195846946,226.697230494579,181.1509863951195,1.025623928146929,3.694916971731129,3.62619250557897,4254,0,814,1,0,16.656,AMO
,2.103156943219735,.6074723239500363,11.88689357137664,328.1326856824775,135.9533539448986,.8255473072903879,3.380766579149081,3.05011156822427,3282,0,177,,,18.815,APO
,2.089982462279385,.3815098399721126,8.249954319894002,20.4314625095521,227.8159004980396,1.292633587550655,2.887331337008115,3.02149698340174,4411,1,73,,,18.052,AMO
,2.185053672154758,.5626288978547221,18.67354106684979,270.6265712295158,280.4114707686386,.9556793328369133,3.414428011472604,3.22999139986798,3296,0,323,,,15.662,APO
,1.618942396677119,.287499292390749,22.17757558813986,207.1392653256393,16.22445851698799,1.153497603211064,2.084387190143174,2.05994344419325,10839,0,463,,,16.77,AMO
,1.001273906948898,.2989878071015857,21.49016120807378,60.95136226982929,225.1321913903636,.7019052172022101,1.300642596695587,1.00193039154809,4404,0,621,,,20.035,APO
,1.573512330290104,.5316147140278209,13.14913111305347,55.96148294815779,144.3123161424293,.7370100228036804,2.410014637776528,1.97384673662299,4422,0,93,,,19.055,APO
,2.141874231644936,.5415984738916649,25.26980717167478,44.00652462590393,127.4168283761261,.9818384165181564,3.301910046771716,3.13472286163421,3272,0,405,,,16.414,APO
,1.53610835084618,.3440598270129568,21.88549719972533,182.8185046860885,115.7885114688971,1.007595177380885,2.064621524311475,1.90388616280576,10573,0,897,,,16.582,APO
,1.172832022163082,.743641812018226,18.34352463584528,265.2911514405444,341.3377064796611,.3006650920087275,2.044998952317437,1.27017021635677,4314,0,212,,,17.768,APO
,1.349606263938372,.08159817865611983,1.661222103944654,171.4796665228604,43.17013187130507,1.239480850898111,1.459731676978634,1.56790169706164,10120,0,381,,,19.032,AMO
,1.896994478967553,.3768068535238162,72.1464846712087,129.3131972452827,149.25567480,1.182193958195738,2.611794999739368,2.61280682985724,4326,0,216,,,15.583,AMO
,2.072280849707077,.6781475496467795,31.8355269836337,99.0397278826388,252.2953789526629,.6669686692982767,3.477593030115878,2.98319142982523,5477,0,228,,,17.253,APO
,1.119025778964311,.2538037175642131,12.84638840810101,270.9322986783411,.0145614043163124,.8350128762129793,1.403038681715642,1.18377275277051,4391,0,235,,,18.471,APO
,1.034516657122845,.3336277526495534,7.901890974957952,353.7779908901569,271.7404470692302,.6893731897284213,1.379660124517268,1.05223909588186,3633,0,1125,1,1,18.409,APO
,1.861829687799745,.3862374394736501,46.99658765631489,149.5648893789361,346.2005411652223,1.142721356447946,2.580938019151543,2.54049373855112,4273,0,118,,,17.006,AMO
,1.886281428716697,.3271994397231002,4.733189344570889,111.27040240651,110.3902754571247,1.269091202080505,2.50347165535289,2.59070483529079,3571,0,207,,,18.79,AMO
,1.859453611891576,.4521606789742975,26.06623822850631,173.581803881663,3.350116538866522,1.018681804217471,2.700225419565681,2.53563200521895,3600,0,182,,,17.731,AMO
